3999.00,424.3313,2.8796,2.16,0
4002.00,439.8827,2.7000,2.16,0
4015.00,442.1043,2.6754,2.16,0
4047.00,446.5476,2.6269,2.16,0
4081.00,446.5476,2.6269,2.16,0
4114.00,448.7692,2.6030,2.16,0
4148.00,448.7692,2.6030,2.16,0
4180.00,448.7692,2.6030,2.16,0
4214.00,448.7692,2.6030,2.16,0
4247.00,450.9908,2.5793,2.16,0
4281.00,450.9908,2.5793,2.16,0
4314.00,450.9908,2.5793,2.16,0
4347.00,450.9908,2.5793,2.16,0
4380.00,450.9908,2.5793,2.16,0
4414.00,450.9908,2.5793,2.16,0
4447.00,450.9908,2.5793,2.16,0
4481.00,453.2125,2.5559,2.16,0
4513.00,459.8774,2.4870,2.16,0
4547.00,459.8774,2.4870,2.16,0
4580.00,462.0990,2.4644,2.16,0
4614.00,459.8774,2.4870,2.16,0
4646.00,462.0990,2.4644,2.16,0
4680.00,462.0990,2.4644,2.16,0
4713.00,462.0990,2.4644,2.16,0
4747.00,462.0990,2.4644,2.16,0
4780.00,462.0990,2.4644,2.16,0
4813.00,462.0990,2.4644,2.16,0
4846.00,462.0990,2.4644,2.16,0
4880.00,462.0990,2.4644,2.16,0
4913.00,462.0990,2.4644,2.16,0
4946.00,462.0990,2.4644,2.16,0
4979.00,462.0990,2.4644,2.16,0
5013.00,462.0990,2.4644,2.16,0
5046.00,462.0990,2.4644,2.16,0
5080.00,462.0990,2.4644,2.16,0
5112.00,462.0990,2.4644,2.16,0
5146.00,462.0990,2.4644,2.16,0
5179.00,462.0990,2.4644,2.16,0
5213.00,464.3206,2.4421,2.16,0
5245.00,462.0990,2.4644,2.16,0
5279.00,462.0990,2.4644,2.16,0
5312.00,462.0990,2.4644,2.16,0
5346.00,462.0990,2.4644,2.16,0
5379.00,464.3206,2.4421,2.16,0
5412.00,464.3206,2.4421,2.16,0
5445.00,464.3206,2.4421,2.16,0
5479.00,464.3206,2.4421,2.16,0
5512.00,464.3206,2.4421,2.16,0
5545.00,464.3206,2.4421,2.16,0
5578.00,464.3206,2.4421,2.16,0
5612.00,464.3206,2.4421,2.16,0
5645.00,464.3206,2.4421,2.16,0
5679.00,464.3206,2.4421,2.16,0
5711.00,464.3206,2.4421,2.16,0
5745.00,464.3206,2.4421,2.16,0
5778.00,464.3206,2.4421,2.16,0
5812.00,464.3206,2.4421,2.16,0
5844.00,464.3206,2.4421,2.16,0
5878.00,464.3206,2.4421,2.16,0
5911.00,464.3206,2.4421,2.16,0
5945.00,464.3206,2.4421,2.16,0
5978.00,464.3206,2.4421,2.16,0
6011.00,464.3206,2.4421,2.16,0
6044.00,464.3206,2.4421,2.16,0
6078.00,466.5422,2.4200,2.16,0
6111.00,464.3206,2.4421,2.16,0
6145.00,464.3206,2.4421,2.16,0
6177.00,464.3206,2.4421,2.16,0
6211.00,464.3206,2.4421,2.16,0
6244.00,464.3206,2.4421,2.16,0
6278.00,464.3206,2.4421,2.16,0
6310.00,466.5422,2.4200,2.16,0
6344.00,464.3206,2.4421,2.16,0
6377.00,464.3206,2.4421,2.16,0
6411.00,464.3206,2.4421,2.16,0
6444.00,464.3206,2.4421,2.16,0
6477.00,466.5422,2.4200,2.16,0
6510.00,464.3206,2.4421,2.16,0
6544.00,464.3206,2.4421,2.16,0
6577.00,464.3206,2.4421,2.16,0
6610.00,464.3206,2.4421,2.16,0
6643.00,464.3206,2.4421,2.16,0
6677.00,464.3206,2.4421,2.16,0
6710.00,466.5422,2.4200,2.16,0
6744.00,466.5422,2.4200,2.16,0
6776.00,464.3206,2.4421,2.16,0
6810.00,466.5422,2.4200,2.16,0
6843.00,466.5422,2.4200,2.16,0
6877.00,466.5422,2.4200,2.16,0
6909.00,466.5422,2.4200,2.16,0
6943.00,468.7639,2.3981,2.16,0
6976.00,468.7639,2.3981,2.16,0
7010.00,468.7639,2.3981,2.16,0
7043.00,468.7639,2.3981,2.16,0
7076.00,468.7639,2.3981,2.16,0
7109.00,468.7639,2.3981,2.16,0
7143.00,468.7639,2.3981,2.16,0
7176.00,468.7639,2.3981,2.16,0
7209.00,468.7639,2.3981,2.16,0
7242.00,468.7639,2.3981,2.16,0
7276.00,468.7639,2.3981,2.16,0
7309.00,468.7639,2.3981,2.16,0
7343.00,470.9855,2.3764,2.16,0
7375.00,468.7639,2.3981,2.16,0
7409.00,468.7639,2.3981,2.16,0
7442.00,468.7639,2.3981,2.16,0
7476.00,468.7639,2.3981,2.16,0
7508.00,470.9855,2.3764,2.16,0
7542.00,470.9855,2.3764,2.16,0
7575.00,470.9855,2.3764,2.16,0
7609.00,470.9855,2.3764,2.16,0
7642.00,468.7639,2.3981,2.16,0
7675.00,470.9855,2.3764,2.16,0
7708.00,470.9855,2.3764,2.16,0
7742.00,470.9855,2.3764,2.16,0
7775.00,468.7639,2.3981,2.16,0
7809.00,470.9855,2.3764,2.16,0
7841.00,470.9855,2.3764,2.16,0
7875.00,470.9855,2.3764,2.16,0
7908.00,470.9855,2.3764,2.16,0
7942.00,470.9855,2.3764,2.16,0
7974.00,470.9855,2.3764,2.16,0
8008.00,470.9855,2.3764,2.16,0
8041.00,470.9855,2.3764,2.16,0
8075.00,470.9855,2.3764,2.16,0
8108.00,470.9855,2.3764,2.16,0
8141.00,470.9855,2.3764,2.16,0
8174.00,470.9855,2.3764,2.16,0
8208.00,470.9855,2.3764,2.16,0
8241.00,473.2071,2.3549,2.16,0
8274.00,470.9855,2.3764,2.16,0
8307.00,473.2071,2.3549,2.16,0
8341.00,473.2071,2.3549,2.16,0
8374.00,473.2071,2.3549,2.16,0
8408.00,473.2071,2.3549,2.16,0
8440.00,473.2071,2.3549,2.16,0
8474.00,473.2071,2.3549,2.16,0
